Labels,KONGBAI,
610.200,-3.80420375E+0,
610.500,-3.82381368E+0,
610.800,1.14890327E+1,
611.100,1.34827805E+1,
611.400,7.74057674E+0,
611.700,1.93907201E+0,
612.00,5.83889198E+0,
612.300,0.00000000E+0,
612.600,5.90906143E+0,
612.900,-3.94372249E+0,
613.200,1.77876930E+1,
613.500,-3.96818137E+0,
613.800,-1.19459209E+1,
614.100,1.79849396E+1,
614.400,0.00000000E+0,
614.700,-6.05094051E+0,
615.00,4.03735638E+0,
615.300,1.21659079E+1,
615.600,1.22261314E+1,
615.900,4.07218361E+0,
616.200,-2.47373505E+1,
616.500,0.00000000E+0,
616.800,1.44721317E+1,
617.100,2.69991112E+1,
617.400,2.50242939E+1,
617.700,-1.04218874E+1,
618.00,6.32424545E+0,
618.300,0.00000000E+0,
618.600,0.00000000E+0,
618.900,-6.39776516E+0,
619.200,2.14355087E+0,
619.500,0.00000000E+0,
619.800,2.15147133E+1,
620.100,1.08652143E+1,
620.400,1.73646107E+1,
620.700,-1.30792646E+1,
621.00,4.39898396E+0,
621.300,8.78163815E+0,
621.600,4.43640995E+0,
621.900,-1.78644161E+1,
622.200,2.23170686E+0,
622.500,0.00000000E+0,
622.800,-6.77427387E+0,
623.100,-2.04150543E+1,
623.400,-1.59430313E+1,
623.700,-6.82603312E+0,
624.00,2.29690094E+1,
624.300,-1.84218750E+1,
624.600,-1.16137724E+1,
624.900,3.47928619E+1,
625.200,3.26953430E+1,
625.500,-9.34720993E+0,
625.800,1.41267614E+1,
626.100,1.41381836E+1,
626.400,1.41686754E+1,
626.700,1.66624813E+1,
627.00,2.38750267E+0,
627.300,-7.21182680E+0,
627.600,-4.82079601E+0,
627.900,-2.42572951E+0,
628.200,4.87953472E+0,
628.500,9.77080250E+0,
628.800,-1.97149563E+1,
629.100,0.00000000E+0,
629.400,-4.98026657E+0,
629.700,2.49448562E+0,
630.00,0.00000000E+0,
630.300,2.27261257E+1,
630.600,5.08007717E+0,
630.900,-3.05136967E+1,
631.200,1.27049065E+1,
631.500,5.14792442E+0,
631.800,-5.14470243E+0,
632.100,1.04002886E+1,
632.400,-1.04022751E+1,
632.700,-5.22983265E+0,
633.00,5.24079514E+0,
633.300,-1.05330420E+1,
633.600,5.29397488E+0,
633.900,-2.13383560E+1,
634.200,0.00000000E+0,
634.500,1.07192888E+1,
634.800,2.70080709E+0,
635.100,-2.70879602E+0,
635.400,-2.45346165E+1,
635.700,-8.18009090E+0,
636.00,-1.09674683E+1,
636.300,0.00000000E+0,
636.600,1.10546036E+1,
636.900,-2.52334652E+1,
637.200,0.00000000E+0,
637.500,-2.79672575E+0,
637.800,2.82387042E+0,
638.100,-2.85033965E+0,
638.400,-1.14400129E+1,
638.700,-2.00833454E+1,
639.00,5.77389097E+0,
639.300,0.00000000E+0,
639.600,-1.74504242E+1,
639.900,-8.79490185E+0,
640.200,-2.35989304E+1,
640.500,1.77815838E+1,
640.800,1.18624582E+1,
641.100,-8.92802715E+0,
641.400,-1.20071592E+1,
641.700,-1.82367573E+1,
642.00,3.04138327E+0,
642.300,2.74745789E+1,
642.600,-1.83779011E+1,
642.900,-6.16380262E+0,
643.200,3.10277138E+1,
643.500,-6.22426367E+0,
643.800,2.18854580E+1,
644.100,-3.14113379E+0,
644.400,-2.52931652E+1,
644.700,-3.17181182E+0,
645.00,3.18393040E+0,
645.300,1.60154686E+1,
645.600,6.42948484E+0,
645.900,-9.73183823E+0,
646.200,-4.57103462E+1,
646.500,-9.84870434E+0,
646.800,1.65105152E+1,
647.100,3.64138374E+1,
647.400,-2.66572437E+1,
647.700,-2.34254932E+1,
648.00,-1.68257008E+1,
648.300,-1.35155678E+1,
648.600,-1.69793358E+1,
648.900,2.05339890E+1,
649.200,-6.89599943E+0,
649.500,-1.39245062E+1,
649.800,-2.77531548E+1,
650.100,-2.80029716E+1,
650.400,-4.22392120E+1,
650.700,-1.76710930E+1,
651.00,-1.06499081E+1,
651.300,-7.17687225E+0,
651.600,-2.14999905E+1,
651.900,-1.44610968E+1,
652.200,3.64339018E+0,
652.500,-3.30322685E+1,
652.800,1.47189159E+1,
653.100,-4.43914566E+1,
653.400,2.98801384E+1,
653.700,-7.49240971E+0,
654.00,-4.14976730E+1,
654.300,-7.58911610E+0,
654.600,0.00000000E+0,
654.900,0.00000000E+0,
655.200,-7.72684574E+0,
655.500,-1.55492392E+1,
655.800,-7.83076477E+0,
656.100,-1.96973457E+1,
656.400,-3.16676044E+1,
656.700,-5.97148857E+1,
657.00,-2.79998970E+1,
657.300,-3.62449608E+1,
657.600,-8.09511185E+0,
657.900,-2.85030766E+1,
658.200,-2.86816616E+1,
658.500,-8.28760719E+0,
658.800,-4.14827614E+1,
659.100,-1.68168888E+1,
659.400,5.49542046E+1,
659.700,1.69596939E+1,
660.00,-4.28340054E+0,
660.300,-4.33343649E+0,
660.600,-4.36726379E+0,
660.900,-8.74329090E+0,
661.200,-2.20500107E+1,
661.500,-3.10641384E+1,
661.800,-8.97569847E+0,
662.100,-4.94882813E+1,
662.400,4.56111288E+0,
662.700,-9.19738674E+0,
663.00,1.85329266E+1,
663.300,-4.66871691E+0,
663.600,1.41661472E+1,
663.900,4.75746536E+0,
664.200,-1.92959976E+1,
664.500,-2.44116249E+1,
664.800,-4.44412880E+1,
665.100,-4.46259651E+1,
665.400,-3.52157516E+1,
665.700,1.51594496E+1,
666.00,-4.59070435E+1,
666.300,-9.26313705E+1,
666.600,0.00000000E+0,
666.900,5.23397684E+0,
667.200,0.00000000E+0,
667.500,-3.70528259E+1,
667.800,-5.28689289E+0,
668.100,-2.12488842E+1,
668.400,2.12401237E+1,
668.700,-4.82021675E+1,
669.00,-1.07425203E+1,
669.300,-1.61056004E+1,
669.600,-2.68679104E+1,
669.900,-1.61188469E+1,
670.200,-2.69556942E+1,
670.500,-1.61467991E+1,
670.800,-2.15415096E+1,
671.100,-1.61252823E+1,
671.400,-4.30907173E+1,
671.700,-3.79832077E+1,
672.00,-4.87106247E+1,
672.300,-7.57798538E+1,
672.600,-5.40161610E+0,
672.900,-4.31707573E+1,
673.200,-5.96006279E+1,
673.500,-7.03094559E+1,
673.800,-1.62298756E+1,
674.100,-2.18355598E+1,
674.400,-7.66624146E+1,
674.700,-1.63042984E+1,
675.00,-3.81657867E+1,
675.300,-4.91647911E+1,
675.600,-1.63288593E+1,
675.900,4.94746780E+1,
676.200,6.57398987E+1,
676.500,-3.29652634E+1,
676.800,-1.09825668E+1,
677.100,-5.51390505E+0,
677.400,-6.61484299E+1,
677.700,-3.87194977E+1,
678.00,-3.84976196E+1,
678.300,-4.97617340E+1,
678.600,-2.76197624E+1,
678.900,-3.87878876E+1,
679.200,-1.11417894E+1,
679.500,-7.77951126E+1,
679.800,-6.66270981E+1,
680.100,-1.13176107E+1,
680.400,-1.13563652E+1,
680.700,-7.37678680E+1,
681.00,-1.13742828E+1,
681.300,-5.69453316E+1,
681.600,-4.01650238E+1,
681.900,-4.00398636E+1,
682.200,-4.59262810E+1,
682.500,4.57893677E+1,
682.800,-2.30102615E+1,
683.100,-2.88644180E+1,
683.400,-3.46776848E+1,
683.700,-5.80230665E+0,
684.00,2.90240459E+1,
684.300,0.00000000E+0,
684.600,-1.16555681E+1,
684.900,-1.16675253E+1,
685.200,5.84119129E+0,
685.500,0.00000000E+0,
685.800,1.76152267E+1,
686.100,-2.93449459E+1,
686.400,-2.35963821E+1,
686.700,-5.91590538E+1,
687.00,0.00000000E+0,
687.300,-2.37694778E+1,
687.600,-5.97592449E+0,
687.900,-7.18773804E+1,
688.200,-1.79995022E+1,
688.500,1.20123377E+1,
688.800,-1.81337261E+1,
689.100,-1.20700293E+1,
689.400,-3.02960396E+1,
689.700,4.23657990E+1,
690.00,-4.25072899E+1,
690.300,-6.71100082E+1,
690.600,-1.22030792E+1,
690.900,-5.51914825E+1,
691.200,-1.84486809E+1,
691.500,-6.18779469E+0,
691.800,-7.42856827E+1,
692.100,-4.98701324E+1,
692.400,3.11634998E+1,
692.700,-6.90529480E+1,
693.00,-2.50633144E+1,
693.300,-6.30147552E+1,
693.600,-4.41429291E+1,
693.900,6.33408642E+0,
694.200,6.34230423E+1,
694.500,-8.32781754E+1,
694.800,-3.21032524E+1,
695.100,-1.28839998E+1,
695.400,-2.58308086E+1,
695.700,1.94309673E+1,
696.00,-3.90635834E+1,
696.300,6.55030727E+0,
696.600,-1.31045341E+1,
696.900,0.00000000E+0,
697.200,-4.61069069E+1,
697.500,-5.30317802E+1,
697.800,-5.33503876E+1,
698.100,-8.70852356E+1,
698.400,-4.02618790E+1,
698.700,-6.72267075E+1,
699.00,-6.08966331E+1,
699.300,-4.08056374E+1,
699.600,2.72304592E+1,
699.900,-2.74354172E+1,
700.200,-6.20516548E+1,
700.500,-4.82549324E+1,
700.800,2.79014988E+1,
701.100,-1.04405243E+2,
701.400,-4.92061501E+1,
701.700,-5.62468987E+1,
702.00,-7.76761627E+1,
702.300,5.68320961E+1,
702.600,7.13242865E+0,
702.900,-3.56249657E+1,
703.200,-4.31096611E+1,
703.500,-1.43640957E+1,
703.800,-4.35721970E+1,
704.100,-8.02100983E+1,
704.400,-1.02588272E+2,
704.700,-4.41429253E+1,
705.00,-5.17816162E+1,
705.300,-9.60027161E+1,
705.600,-1.49321222E+1,
705.900,-6.73907928E+1,
706.200,-8.26648560E+1,
706.500,0.00000000E+0,
706.800,-6.06964493E+1,
707.100,-7.62710800E+1,
707.400,-6.89566345E+1,
707.700,-8.44785309E+1,
708.00,-1.08235916E+2,
708.300,-2.32614594E+1,
708.600,-3.89563332E+1,
708.900,-4.69684639E+1,
709.200,-4.73614082E+1,
709.500,-1.18482086E+2,
709.800,-9.52399597E+1,
710.100,-7.98015137E+1,
710.400,-4.02838173E+1,
710.700,-2.42958241E+1,
711.00,-9.75151672E+1,
711.300,-4.89419594E+1,
711.600,-6.57663651E+1,
711.900,-6.60428085E+1,
712.200,0.00000000E+0,
712.500,-5.83114166E+1,
712.800,-6.69274063E+1,
713.100,-1.68356895E+1,
713.400,-8.42692337E+1,
713.700,-4.24503365E+1,
714.00,-1.02412117E+2,
714.300,-5.13542480E+1,
714.600,-6.90630951E+1,
714.900,-2.60825062E+1,
715.200,0.00000000E+0,
715.500,-7.00645981E+1,
715.800,-7.02584839E+1,
716.100,-5.31241112E+1,
716.400,-8.92239761E+1,
716.700,-4.46484718E+1,
717.00,-4.51589737E+1,
717.300,-7.21949234E+1,
717.600,5.45970535E+1,
717.900,-1.18967438E+2,
718.200,-1.09975800E+2,
718.500,-1.85017242E+1,
718.800,-1.11057419E+2,
719.100,-8.41914902E+1,
719.400,-1.86704025E+1,
719.700,-3.77452507E+1,
720.00,-3.79487152E+1,
720.300,2.86137199E+1,
720.600,-8.66344604E+1,
720.900,-1.34949371E+2,
721.200,-9.69729462E+1,
721.500,-8.75933914E+1,
721.800,-4.90908775E+1,
722.100,-9.87630005E+1,
722.400,-1.39438019E+2,
722.700,-6.97430954E+1,
723.00,-9.01660385E+1,
