0.01cr-1%NA2co3
  QY = 65.52%
Labels,EmScan24,kongbai(Multi Scans),
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,29.550,28.80,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

770.00,2.83238953E+2,-8.17645645E+1,
771.00,2.08218536E+2,-8.36405792E+1,
772.00,5.94426453E+2,4.26711655E+1,
773.00,3.46627716E+2,-4.36128044E+1,
774.00,6.21411072E+2,-4.46893654E+1,
775.00,4.97011658E+2,-9.13895645E+1,
776.00,2.32590347E+2,-9.32745590E+1,
777.00,3.31968842E+2,0.00000000E+0,
778.00,3.87097595E+2,-9.75437698E+1,
779.00,4.47267578E+2,1.99272339E+2,
780.00,5.06982803E+1,0.00000000E+0,
781.00,5.15719910E+2,-1.03850197E+2,
782.00,3.16932983E+2,-5.31391258E+1,
783.00,5.96541992E+2,-5.44215431E+1,
784.00,2.76238983E+2,-5.55320778E+1,
785.00,5.63737854E+2,-1.12912857E+2,
786.00,2.31315521E+2,-5.78578300E+1,
787.00,2.36302292E+2,-5.88553619E+1,
788.00,5.98218628E+2,-1.21151611E+2,
789.00,3.08086853E+2,-6.17329178E+1,
790.00,5.00716980E+2,-6.31564980E+1,
791.00,5.11264160E+2,-1.29069321E+2,
792.00,4.58730988E+2,0.00000000E+0,
793.00,4.67281891E+2,-6.69138184E+1,
794.00,6.79953308E+1,-1.36878220E+2,
795.00,4.85679199E+2,-1.40243240E+2,
796.00,1.42357086E+2,-1.42808792E+2,
797.00,3.62872955E+2,-7.28033295E+1,
798.00,1.47171234E+2,-1.48162766E+2,
799.00,5.99899292E+2,-1.52180252E+2,
800.00,6.16320374E+2,-7.76212463E+1,
801.00,4.71245789E+2,-1.58206146E+2,
802.00,4.00926575E+2,-8.07094498E+1,
803.00,8.18884735E+1,-1.64012436E+2,
804.00,2.49983276E+2,-1.67786011E+2,
805.00,3.39440857E+2,-1.70375290E+2,
806.00,5.22571167E+2,-8.74945984E+1,
807.00,8.92591171E+1,-8.90616760E+1,
808.00,2.73337555E+2,0.00000000E+0,
809.00,9.23772354E+1,-1.85665237E+2,
810.00,6.63166870E+2,0.00000000E+0,
811.00,9.69874649E+1,-9.72780762E+1,
812.00,6.92699219E+2,-9.99388351E+1,
813.00,4.06822968E+2,-2.04432312E+2,
814.00,1.04139366E+2,-1.05005005E+2,
815.00,0.00000000E+0,-1.07968819E+2,
816.00,6.64178101E+2,-2.21852600E+2,
817.00,4.55413849E+2,-2.27838226E+2,
818.00,2.33836884E+2,-2.35820450E+2,
819.00,3.63302399E+2,-1.21192947E+2,
820.00,2.52045105E+2,1.25932518E+2,
821.00,5.18532166E+2,-2.62248505E+2,
822.00,1.35619232E+2,-2.71514374E+2,
823.00,5.67392761E+2,0.00000000E+0,
824.00,4.43339813E+2,-1.48395996E+2,
825.00,0.00000000E+0,-3.10402649E+2,
826.00,0.00000000E+0,-3.28672974E+2,
827.00,8.63634888E+2,-3.45787842E+2,
828.00,1.82975266E+2,-1.84289078E+2,
829.00,0.00000000E+0,-3.92452637E+2,
830.00,-2.08688049E+2,-2.09099091E+2,
831.00,2.23068176E+2,-4.49030945E+2,
832.00,4.78142700E+2,-4.80651031E+2,
833.00,0.00000000E+0,-5.14770874E+2,
834.00,8.30465149E+2,-5.55891296E+2,
835.00,-2.99546997E+2,-6.00240906E+2,
836.00,0.00000000E+0,-6.50900513E+2,
837.00,-3.53002167E+2,-7.04525940E+2,
838.00,2.30665942E+3,0.00000000E+0,
839.00,0.00000000E+0,-4.18515320E+2,
840.00,-4.56771088E+2,0.00000000E+0,
841.00,9.93811523E+2,-5.00016052E+2,
842.00,5.45804321E+2,-5.47896912E+2,
843.00,0.00000000E+0,-5.99945374E+2,
844.00,-6.60000244E+2,-6.60902649E+2,
845.00,0.00000000E+0,-1.45037732E+3,
846.00,7.99538818E+2,0.00000000E+0,
847.00,-8.81113892E+2,-1.76763037E+3,
848.00,1.95026318E+3,-1.95051111E+3,
849.00,-1.07043481E+3,-2.14871143E+3,
850.00,0.00000000E+0,-1.18385303E+3,
