0.01cr-100%MG-59.91%
  QY = 59.91%
Labels,EmScan28,kongbai(Multi Scans),
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,29.950,28.80,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

552.00,1.41701593E+1,1.57828856E+1,
553.00,1.43390121E+1,2.23819160E+1,
554.00,1.12075920E+1,1.61021671E+1,
555.00,1.45116491E+1,9.75030231E+0,
556.00,9.83318233E+0,1.63324432E+1,
557.00,1.32450476E+1,9.90377426E+0,
558.00,6.62823057E+0,2.33989677E+1,
559.00,2.01594944E+1,1.01353550E+1,
560.00,1.35970917E+1,2.22023811E+1,
561.00,1.70887794E+1,8.59659195E+0,
562.00,8.63543415E+0,1.21919174E+1,
563.00,1.22234964E+1,1.05528526E+1,
564.00,1.41492186E+1,1.77447593E+0,
565.00,1.25597677E+1,7.14992619E+0,
566.00,8.99675846E+0,9.03418636E+0,
567.00,1.45393696E+1,9.11704063E+0,
568.00,2.02034245E+1,1.28266230E+1,
569.00,1.67338047E+1,7.47166061E+0,
570.00,0.00000000E+0,1.50416622E+1,
571.00,7.58449078E+0,2.10190907E+1,
572.00,5.75823641E+0,7.67945671E+0,
573.00,1.35271263E+1,3.86984992E+0,
574.00,1.75446091E+1,1.17863846E+1,
575.00,1.96461308E+0,1.78373222E+1,
576.00,1.98216426E+0,1.19949188E+1,
577.00,1.61155434E+1,8.13036728E+0,
578.00,1.42741899E+1,1.42912760E+1,
579.00,2.06076527E+0,8.25390434E+0,
580.00,1.04126530E+1,6.26589870E+0,
581.00,4.21562910E+0,1.27052517E+1,
582.00,4.25916767E+0,8.52427197E+0,
583.00,8.59634304E+0,1.07819767E+1,
584.00,2.16192889E+0,1.09270363E+1,
585.00,6.53573704E+0,1.10059366E+1,
586.00,8.84551525E+0,2.22697759E+0,
587.00,1.78744850E+1,1.79947605E+1,
588.00,2.26382351E+0,1.35043488E+1,
589.00,2.27902818E+0,9.10214329E+0,
590.00,9.27262974E+0,1.38582315E+1,
591.00,1.17002411E+1,9.36912441E+0,
592.00,2.34663749E+0,0.00000000E+0,
593.00,1.66233006E+1,2.39458394E+0,
594.00,9.64202309E+0,1.69310017E+1,
595.00,2.43596411E+0,2.67279453E+1,
596.00,7.37315607E+0,9.80982208E+0,
597.00,-2.47620440E+0,-4.96667910E+0,
598.00,2.49954081E+0,1.25124788E+1,
599.00,-2.53840947E+0,7.63617706E+0,
600.00,0.00000000E+0,5.16596985E+0,
601.00,0.00000000E+0,5.19834900E+0,
602.00,-5.23728418E+0,7.86745739E+0,
603.00,0.00000000E+0,5.29805088E+0,
604.00,8.09614849E+0,5.36842680E+0,
605.00,-2.71640611E+0,1.63024254E+1,
606.00,5.50664186E+0,2.75867653E+0,
607.00,2.77731538E+0,5.56790543E+0,
608.00,-5.63246059E+0,2.54877777E+1,
609.00,-2.84964633E+0,-2.84920025E+0,
610.00,0.00000000E+0,-2.88573313E+0,
611.00,0.00000000E+0,8.79519463E+0,
612.00,0.00000000E+0,0.00000000E+0,
613.00,8.99003601E+0,2.99219656E+0,
614.00,3.02464485E+0,0.00000000E+0,
615.00,0.00000000E+0,6.14768314E+0,
616.00,-3.10547185E+0,-3.11339569E+0,
617.00,3.15351987E+0,0.00000000E+0,
618.00,-3.19298911E+0,1.59802217E+1,
619.00,6.50365543E+0,3.24826264E+0,
620.00,-3.29996943E+0,9.84860611E+0,
621.00,3.33419275E+0,9.99554348E+0,
622.00,0.00000000E+0,1.01829138E+1,
623.00,1.02494440E+1,1.37185555E+1,
624.00,7.00678444E+0,6.99665976E+0,
625.00,1.06470070E+1,-7.10995293E+0,
626.00,0.00000000E+0,3.58846307E+0,
627.00,0.00000000E+0,-3.64486647E+0,
628.00,-7.36811638E+0,-3.70253372E+0,
629.00,-3.73457742E+0,7.49518633E+0,
630.00,-3.81083274E+0,-3.79987812E+0,
631.00,3.86724854E+0,3.85587788E+0,
632.00,0.00000000E+0,3.91783047E+0,
633.00,3.95985222E+0,1.99466286E+1,
634.00,4.04750729E+0,8.13392258E+0,
635.00,1.23149509E+1,-4.11434650E+0,
636.00,-4.18636513E+0,0.00000000E+0,
637.00,-4.24195480E+0,8.54009914E+0,
638.00,4.30979872E+0,-8.70458412E+0,
639.00,0.00000000E+0,0.00000000E+0,
640.00,-8.90944672E+0,4.47044230E+0,
641.00,1.35258865E+1,9.11584663E+0,
642.00,-4.62297153E+0,0.00000000E+0,
643.00,4.71113205E+0,0.00000000E+0,
644.00,9.57841492E+0,0.00000000E+0,
645.00,1.93569546E+1,4.82845545E+0,
646.00,0.00000000E+0,9.85867405E+0,
647.00,-1.00317698E+1,-1.00919971E+1,
648.00,2.04878330E+1,-5.15898466E+0,
649.00,1.04386606E+1,-5.25967598E+0,
650.00,1.06538715E+1,-5.33226824E+0,
651.00,0.00000000E+0,-5.40238619E+0,
652.00,1.65105610E+1,2.76311512E+1,
653.00,1.68098717E+1,1.12727489E+1,
654.00,-5.72564220E+0,5.73876715E+0,
655.00,5.85065079E+0,5.85592699E+0,
656.00,5.96086407E+0,-5.97172499E+0,
657.00,-6.08907795E+0,-6.08657694E+0,
658.00,2.48612461E+1,6.22919703E+0,
659.00,2.54389763E+1,-1.27009640E+1,
660.00,-1.29730415E+1,-1.30395861E+1,
661.00,4.64353828E+1,-6.69352627E+0,
662.00,-6.84484720E+0,-6.86088943E+0,
663.00,0.00000000E+0,-7.02997398E+0,
664.00,0.00000000E+0,7.28480005E+0,
665.00,-7.50010204E+0,-1.51100950E+1,
666.00,-7.72956371E+0,0.00000000E+0,
667.00,4.78047638E+1,-1.59280510E+1,
668.00,2.41839142E+1,8.10572720E+0,
669.00,0.00000000E+0,0.00000000E+0,
670.00,-8.15736675E+0,0.00000000E+0,
671.00,1.63730640E+1,-8.20519638E+0,
672.00,8.23433304E+0,-8.19811440E+0,
673.00,8.23908806E+0,-1.65436840E+1,
674.00,1.65312214E+1,-1.65233040E+1,
675.00,3.31923180E+1,8.29272461E+0,
676.00,1.66152172E+1,-1.67053947E+1,
677.00,0.00000000E+0,8.38072681E+0,
678.00,2.51674309E+1,-8.44337368E+0,
679.00,4.22156982E+1,0.00000000E+0,
680.00,1.72061768E+1,-1.72530422E+1,
681.00,6.03763504E+1,-1.73574715E+1,
682.00,6.10972214E+1,-8.75555897E+0,
683.00,2.63966370E+1,-8.83845234E+0,
684.00,2.63969612E+1,0.00000000E+0,
685.00,6.20536232E+1,0.00000000E+0,
686.00,3.58310699E+1,8.95785522E+0,
687.00,7.24147339E+1,-1.81502018E+1,
688.00,5.45425186E+1,-9.12809277E+0,
689.00,6.40990067E+1,9.19760323E+0,
690.00,3.69148903E+1,-1.86196117E+1,
691.00,4.66334534E+1,0.00000000E+0,
692.00,8.54055023E+1,0.00000000E+0,
693.00,1.04759621E+2,-1.91848621E+1,
694.00,1.06374374E+2,-1.93893757E+1,
695.00,1.27157097E+2,-1.95850410E+1,
696.00,5.92206955E+1,-1.98847580E+1,
697.00,6.02203407E+1,-2.01386299E+1,
698.00,5.06588478E+1,-2.03424187E+1,
699.00,1.02919373E+2,-1.03388882E+1,
700.00,1.98448532E+2,-2.09333172E+1,
701.00,4.23703499E+1,-1.06330347E+1,
702.00,1.18534859E+2,-1.08143034E+1,
703.00,9.77325134E+1,-1.08983507E+1,
704.00,1.43743042E+2,0.00000000E+0,
705.00,4.49177284E+1,-2.25355434E+1,
706.00,1.48373779E+2,-2.28189163E+1,
707.00,1.50564835E+2,-2.31958294E+1,
708.00,2.22334885E+2,-2.35942917E+1,
709.00,1.55872574E+2,-1.19748039E+1,
710.00,3.02502136E+2,-1.21861477E+1,
711.00,1.60354523E+2,-2.48080044E+1,
712.00,1.62933807E+2,-1.25587416E+1,
713.00,2.54916134E+1,-1.27989140E+1,
714.00,2.58486359E+2,0.00000000E+0,
715.00,2.23695328E+2,-2.63780098E+1,
716.00,2.15257919E+2,-2.68927631E+1,
717.00,2.06413757E+2,-2.74124241E+1,
718.00,1.80822296E+2,1.39573441E+1,
719.00,1.98770828E+2,-2.84609756E+1,
720.00,2.31911545E+2,-1.44787092E+1,
721.00,1.91062210E+2,-2.93629246E+1,
722.00,2.55005432E+2,-1.50017900E+1,
723.00,3.20374847E+2,-1.53076830E+1,
724.00,3.72427338E+2,-1.55579996E+1,
725.00,2.69899445E+2,-1.58398485E+1,
726.00,1.44713821E+2,0.00000000E+0,
727.00,2.62273071E+2,-3.29551010E+1,
728.00,3.51839417E+2,-3.35674973E+1,
729.00,3.73670166E+2,-3.42815704E+1,
730.00,2.78075867E+2,-1.73826199E+1,
731.00,3.54768951E+2,-3.55938492E+1,
732.00,2.92197601E+2,1.82186260E+1,
733.00,2.40951111E+2,-3.72515945E+1,
734.00,3.01378235E+2,-1.90061779E+1,
735.00,3.07410980E+2,-1.93518410E+1,
736.00,2.55275665E+2,-3.94542732E+1,
737.00,3.59416046E+2,-4.02128754E+1,
738.00,2.24915283E+2,-2.04802227E+1,
739.00,2.71921844E+2,-4.19786949E+1,
740.00,1.49410980E+2,0.00000000E+0,
741.00,3.70819611E+2,-4.35690880E+1,
742.00,4.21123962E+2,-2.23048134E+1,
743.00,2.03299896E+2,-2.28622990E+1,
744.00,3.00248962E+2,-4.66925697E+1,
745.00,2.13016663E+2,-4.73518410E+1,
746.00,3.62836090E+2,-4.83096733E+1,
747.00,2.96802948E+2,0.00000000E+0,
748.00,2.02488693E+2,-2.53548317E+1,
749.00,2.59032471E+2,0.00000000E+0,
750.00,2.89455170E+2,5.29068565E+1,
751.00,5.34848755E+2,-5.39124146E+1,
752.00,3.02698334E+2,-5.53577499E+1,
753.00,5.08713440E+2,-5.62472382E+1,
754.00,2.58417206E+2,-2.86631508E+1,
755.00,4.10054169E+2,-5.89327087E+1,
756.00,2.09500000E+2,-6.02549324E+1,
757.00,3.36849396E+2,-6.15548553E+1,
758.00,3.12528198E+2,-3.12144909E+1,
759.00,5.77203491E+2,0.00000000E+0,
760.00,5.23190735E+2,-6.58889236E+1,
761.00,3.02661133E+2,-6.71115036E+1,
762.00,2.73981476E+2,-6.87590790E+1,
763.00,2.80405914E+2,-3.52416534E+1,
764.00,4.30297699E+2,0.00000000E+0,
765.00,1.82757431E+2,-7.33021927E+1,
766.00,3.36374054E+2,-7.52316132E+1,
767.00,3.43465271E+2,-7.66099777E+1,
768.00,0.00000000E+0,-7.81758118E+1,
769.00,4.36238892E+2,-7.95392227E+1,
770.00,4.89476013E+2,-8.17645645E+1,
771.00,3.31613098E+2,-8.36405792E+1,
772.00,3.82112671E+2,4.26711655E+1,
773.00,2.16654999E+2,-4.36128044E+1,
774.00,1.33246689E+2,-4.46893654E+1,
775.00,2.73490875E+2,-9.13895645E+1,
776.00,4.63523773E+2,-9.32745590E+1,
777.00,5.68006897E+2,0.00000000E+0,
778.00,1.93579025E+2,-9.75437698E+1,
779.00,4.97481270E+1,1.99272339E+2,
780.00,3.53841766E+2,0.00000000E+0,
781.00,3.09398804E+2,-1.03850197E+2,
782.00,3.69059784E+2,-5.31391258E+1,
783.00,-5.41323967E+1,-5.44215431E+1,
784.00,4.99837769E+2,-5.55320778E+1,
785.00,0.00000000E+0,-1.12912857E+2,
786.00,2.30720245E+2,-5.78578300E+1,
787.00,2.95114105E+2,-5.88553619E+1,
788.00,4.20734680E+2,-1.21151611E+2,
789.00,3.69100159E+2,-6.17329178E+1,
790.00,1.25624397E+2,-6.31564980E+1,
791.00,7.69539185E+2,-1.29069321E+2,
792.00,4.59588867E+2,0.00000000E+0,
793.00,1.34306961E+2,-6.69138184E+1,
794.00,2.73178192E+2,-1.36878220E+2,
795.00,0.00000000E+0,-1.40243240E+2,
796.00,7.08911438E+1,-1.42808792E+2,
797.00,2.90622620E+2,-7.28033295E+1,
798.00,5.15359985E+2,-1.48162766E+2,
799.00,4.51858734E+2,-1.52180252E+2,
800.00,2.31814896E+2,-7.76212463E+1,
801.00,3.14737579E+2,-1.58206146E+2,
802.00,8.01126633E+1,-8.07094498E+1,
803.00,8.20664215E+1,-1.64012436E+2,
804.00,0.00000000E+0,-1.67786011E+2,
805.00,-8.52500992E+1,-1.70375290E+2,
806.00,3.46416779E+2,-8.74945984E+1,
807.00,-8.89719849E+1,-8.90616760E+1,
808.00,9.07181320E+1,0.00000000E+0,
809.00,3.70818054E+2,-1.85665237E+2,
810.00,0.00000000E+0,0.00000000E+0,
811.00,9.66174545E+1,-9.72780762E+1,
812.00,9.96227798E+1,-9.99388351E+1,
813.00,0.00000000E+0,-2.04432312E+2,
814.00,4.19669952E+2,-1.05005005E+2,
815.00,0.00000000E+0,-1.07968819E+2,
816.00,1.10932823E+2,-2.21852600E+2,
817.00,0.00000000E+0,-2.27838226E+2,
818.00,3.54669769E+2,-2.35820450E+2,
819.00,1.21394249E+2,-1.21192947E+2,
820.00,-2.51589279E+2,1.25932518E+2,
821.00,1.30350815E+2,-2.62248505E+2,
822.00,1.35891449E+2,-2.71514374E+2,
823.00,1.42196548E+2,0.00000000E+0,
824.00,0.00000000E+0,-1.48395996E+2,
825.00,0.00000000E+0,-3.10402649E+2,
826.00,0.00000000E+0,-3.28672974E+2,
827.00,0.00000000E+0,-3.45787842E+2,
828.00,5.52281372E+2,-1.84289078E+2,
829.00,1.95964584E+2,-3.92452637E+2,
830.00,-4.16939758E+2,-2.09099091E+2,
831.00,-4.48229004E+2,-4.49030945E+2,
832.00,4.81813232E+2,-4.80651031E+2,
833.00,2.58040497E+2,-5.14770874E+2,
834.00,-2.78111633E+2,-5.55891296E+2,
835.00,-3.02475067E+2,-6.00240906E+2,
836.00,1.30629187E+3,-6.50900513E+2,
837.00,-3.53917542E+2,-7.04525940E+2,
838.00,-3.83246918E+2,0.00000000E+0,
839.00,-8.38219788E+2,-4.18515320E+2,
840.00,-9.14400269E+2,0.00000000E+0,
841.00,9.97203796E+2,-5.00016052E+2,
842.00,-5.48175659E+2,-5.47896912E+2,
843.00,-1.20153064E+3,-5.99945374E+2,
844.00,0.00000000E+0,-6.60902649E+2,
845.00,0.00000000E+0,-1.45037732E+3,
846.00,0.00000000E+0,0.00000000E+0,
847.00,-8.83884521E+2,-1.76763037E+3,
848.00,-1.95196240E+3,-1.95051111E+3,
849.00,-2.14858545E+3,-2.14871143E+3,
850.00,-2.35898584E+3,-1.18385303E+3,
