0.01cr-78.54%
  QY = 78.54%
Labels,EmScan21,kongbai(Multi Scans),
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,29.30,28.80,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

771.00,2.49805954E+2,-8.36405792E+1,
772.00,5.10201050E+2,4.26711655E+1,
773.00,6.96650024E+2,-4.36128044E+1,
774.00,3.11569611E+2,-4.46893654E+1,
775.00,4.09553253E+2,-9.13895645E+1,
776.00,5.11368225E+2,-9.32745590E+1,
777.00,6.63730042E+2,0.00000000E+0,
778.00,3.88611176E+2,-9.75437698E+1,
779.00,2.97906616E+2,1.99272339E+2,
780.00,5.03884705E+2,0.00000000E+0,
781.00,3.10463379E+2,-1.03850197E+2,
782.00,2.63544800E+2,-5.31391258E+1,
783.00,1.08248909E+2,-5.44215431E+1,
784.00,3.86044373E+2,-5.55320778E+1,
785.00,6.22444275E+2,-1.12912857E+2,
786.00,6.33637512E+2,-5.78578300E+1,
787.00,5.87461487E+2,-5.88553619E+1,
788.00,5.41516357E+2,-1.21151611E+2,
789.00,7.99544922E+2,-6.17329178E+1,
790.00,4.41458008E+2,-6.31564980E+1,
791.00,5.15274902E+2,-1.29069321E+2,
792.00,1.31173676E+2,0.00000000E+0,
793.00,6.68412781E+2,-6.69138184E+1,
794.00,4.08676300E+2,-1.36878220E+2,
795.00,3.48471375E+2,-1.40243240E+2,
796.00,3.55495880E+2,-1.42808792E+2,
797.00,2.89918091E+2,-7.28033295E+1,
798.00,4.42473480E+2,-1.48162766E+2,
799.00,3.78059998E+2,-1.52180252E+2,
800.00,4.64079651E+2,-7.76212463E+1,
801.00,7.05335571E+2,-1.58206146E+2,
802.00,3.21559631E+2,-8.07094498E+1,
803.00,8.22257813E+2,-1.64012436E+2,
804.00,7.51173035E+2,-1.67786011E+2,
805.00,6.81454529E+2,-1.70375290E+2,
806.00,6.95151123E+2,-8.74945984E+1,
807.00,4.45783905E+2,-8.90616760E+1,
808.00,4.52657410E+2,0.00000000E+0,
809.00,6.50593445E+2,-1.85665237E+2,
810.00,6.62589600E+2,0.00000000E+0,
811.00,3.88311188E+2,-9.72780762E+1,
812.00,5.91715942E+2,-9.99388351E+1,
813.00,1.01561836E+2,-2.04432312E+2,
814.00,7.33027954E+2,-1.05005005E+2,
815.00,5.38354370E+2,-1.07968819E+2,
816.00,3.30656738E+2,-2.21852600E+2,
817.00,4.55187103E+2,-2.27838226E+2,
818.00,2.34995438E+2,-2.35820450E+2,
819.00,3.63213898E+2,-1.21192947E+2,
820.00,5.03080200E+2,1.25932518E+2,
821.00,3.92786224E+2,-2.62248505E+2,
822.00,5.42084900E+2,-2.71514374E+2,
823.00,4.23779694E+2,0.00000000E+0,
824.00,1.48169800E+2,-1.48395996E+2,
825.00,4.67388519E+2,-3.10402649E+2,
826.00,6.56452393E+2,-3.28672974E+2,
827.00,3.44720917E+2,-3.45787842E+2,
828.00,9.18432312E+2,-1.84289078E+2,
829.00,3.89150513E+2,-3.92452637E+2,
830.00,6.25519592E+2,-2.09099091E+2,
831.00,8.90828369E+2,-4.49030945E+2,
832.00,7.18082581E+2,-4.80651031E+2,
833.00,7.76317566E+2,-5.14770874E+2,
834.00,1.10905908E+3,-5.55891296E+2,
835.00,5.99924438E+2,-6.00240906E+2,
836.00,6.49245544E+2,-6.50900513E+2,
837.00,7.06362793E+2,-7.04525940E+2,
838.00,1.54458948E+3,0.00000000E+0,
839.00,1.67411035E+3,-4.18515320E+2,
840.00,0.00000000E+0,0.00000000E+0,
841.00,2.00178711E+3,-5.00016052E+2,
842.00,1.64676685E+3,-5.47896912E+2,
843.00,1.20241101E+3,-5.99945374E+2,
844.00,1.32342078E+3,-6.60902649E+2,
845.00,0.00000000E+0,-1.45037732E+3,
846.00,0.00000000E+0,0.00000000E+0,
847.00,1.75769666E+3,-1.76763037E+3,
848.00,9.73693481E+2,-1.95051111E+3,
849.00,0.00000000E+0,-2.14871143E+3,
850.00,1.19066980E+3,-1.18385303E+3,
