Labels,450-EM,
1219.000,6.74179565E+2,
1220.00,6.93838318E+2,
1221.000,6.97717102E+2,
1222.000,7.16000366E+2,
1223.000,7.44655762E+2,
1224.000,7.30486816E+2,
1225.000,7.25631714E+2,
1226.000,7.73527100E+2,
1227.000,7.57584290E+2,
1228.000,7.78091248E+2,
1229.000,8.31826172E+2,
1230.00,8.25549683E+2,
1231.000,8.08626404E+2,
1232.000,8.13129456E+2,
1233.000,8.74184204E+2,
1234.000,8.59872925E+2,
1235.000,8.89321228E+2,
1236.000,8.85391296E+2,
1237.000,8.80135376E+2,
1238.000,9.18643311E+2,
1239.000,9.57999939E+2,
1240.00,9.34833801E+2,
1241.000,1.01288379E+3,
1242.000,1.04384045E+3,
1243.000,1.02887048E+3,
1244.000,1.03225781E+3,
1245.000,1.06344800E+3,
1246.000,1.11203870E+3,
1247.000,1.06389343E+3,
1248.000,1.12391357E+3,
1249.000,1.16231006E+3,
1250.00,1.21658362E+3,
1251.000,1.21175598E+3,
1252.000,1.19844629E+3,
1253.000,1.20500916E+3,
1254.000,1.26917163E+3,
1255.000,1.30008484E+3,
1256.000,1.35290430E+3,
1257.000,1.32498145E+3,
1258.000,1.33075671E+3,
1259.000,1.34217236E+3,
1260.00,1.39985339E+3,
1261.000,1.43464270E+3,
1262.000,1.45548010E+3,
1263.000,1.52765234E+3,
1264.000,1.51936511E+3,
1265.000,1.53680957E+3,
1266.000,1.57264746E+3,
1267.000,1.64750220E+3,
1268.000,1.67011560E+3,
1269.000,1.65138196E+3,
1270.00,1.69800647E+3,
1271.000,1.70752014E+3,
1272.000,1.76336658E+3,
1273.000,1.82012219E+3,
1274.000,1.86161133E+3,
1275.000,1.87549707E+3,
1276.000,1.92410815E+3,
1277.000,2.00250720E+3,
1278.000,2.06076563E+3,
1279.000,2.07576978E+3,
1280.00,2.19815527E+3,
1281.000,2.16898315E+3,
1282.000,2.20243262E+3,
1283.000,2.25587549E+3,
1284.000,2.32269409E+3,
1285.000,2.39948901E+3,
1286.000,2.41726782E+3,
1287.000,2.50563916E+3,
1288.000,2.53120410E+3,
1289.000,2.56680225E+3,
1290.00,2.58297974E+3,
1291.000,2.69658472E+3,
1292.000,2.77797876E+3,
1293.000,2.83847607E+3,
1294.000,2.87495874E+3,
1295.000,2.95503662E+3,
1296.000,2.99273535E+3,
1297.000,3.07785547E+3,
1298.000,3.09009961E+3,
1299.000,3.17308496E+3,
1300.00,3.21089673E+3,
1301.000,3.27217212E+3,
1302.000,3.36797974E+3,
1303.000,3.37603809E+3,
1304.000,3.51970386E+3,
1305.000,3.55267871E+3,
1306.000,3.63833911E+3,
1307.000,3.72169556E+3,
1308.000,3.78018408E+3,
1309.000,3.83447852E+3,
1310.00,3.99510547E+3,
1311.000,4.02256860E+3,
1312.000,4.06990063E+3,
1313.000,4.20981055E+3,
1314.000,4.27028125E+3,
1315.000,4.40668604E+3,
1316.000,4.50987207E+3,
1317.000,4.50420020E+3,
1318.000,4.59878320E+3,
1319.000,4.72173340E+3,
1320.00,4.85310791E+3,
1321.000,4.97580566E+3,
1322.000,4.96114990E+3,
1323.000,5.11898535E+3,
1324.000,5.19127783E+3,
1325.000,5.28508594E+3,
1326.000,5.42190869E+3,
1327.000,5.39040137E+3,
1328.000,5.48514502E+3,
1329.000,5.65388721E+3,
1330.00,5.83918457E+3,
1331.000,6.04898730E+3,
1332.000,6.07427637E+3,
1333.000,6.16062158E+3,
1334.000,6.32063428E+3,
1335.000,6.41191895E+3,
1336.000,6.52922559E+3,
1337.000,6.60071875E+3,
1338.000,6.72034375E+3,
1339.000,6.85388672E+3,
1340.00,6.94544434E+3,
1341.000,7.08628418E+3,
1342.000,7.19057520E+3,
1343.000,7.27744238E+3,
1344.000,7.44520947E+3,
1345.000,7.58032275E+3,
1346.000,7.66014355E+3,
1347.000,7.97172070E+3,
1348.000,8.04663525E+3,
1349.000,8.20644824E+3,
1350.00,8.28845605E+3,
1351.000,8.45570508E+3,
1352.000,8.83293945E+3,
1353.000,8.88365234E+3,
1354.000,9.06702637E+3,
1355.000,9.45988379E+3,
1356.000,9.63696387E+3,
1357.000,9.53856836E+3,
1358.000,9.61971973E+3,
1359.000,9.86503809E+3,
1360.00,1.01473145E+4,
1361.000,1.04373779E+4,
1362.000,1.10996650E+4,
1363.000,1.07684863E+4,
1364.000,1.05527305E+4,
1365.000,1.10254619E+4,
1366.000,1.08693594E+4,
1367.000,1.09697881E+4,
1368.000,1.14324678E+4,
1369.000,1.15852783E+4,
1370.00,1.15536172E+4,
1371.000,1.18057148E+4,
1372.000,1.19207188E+4,
1373.000,1.18002432E+4,
1374.000,1.19092285E+4,
1375.000,1.20784707E+4,
1376.000,1.24142939E+4,
1377.000,1.25615869E+4,
1378.000,1.28393115E+4,
1379.000,1.27430195E+4,
1380.00,1.33395781E+4,
1381.000,1.35947578E+4,
1382.000,1.40258359E+4,
1383.000,1.41351992E+4,
1384.000,1.37100117E+4,
1385.000,1.36443652E+4,
1386.000,1.38282617E+4,
1387.000,1.38672119E+4,
1388.000,1.44352744E+4,
1389.000,1.45190010E+4,
1390.00,1.43347559E+4,
1391.000,1.43344775E+4,
1392.000,1.50795596E+4,
1393.000,1.52990361E+4,
1394.000,1.50531494E+4,
1395.000,1.57536055E+4,
1396.000,1.61569951E+4,
1397.000,1.59278496E+4,
1398.000,1.53604980E+4,
1399.000,1.59475498E+4,
1400.00,1.68780586E+4,
1401.000,1.72226895E+4,
1402.000,1.64195254E+4,
1403.000,1.64047305E+4,
1404.000,1.71469082E+4,
1405.000,1.77856641E+4,
1406.000,1.76810703E+4,
1407.000,1.76626523E+4,
1408.000,1.79504102E+4,
1409.000,1.82054473E+4,
1410.00,1.83369473E+4,
1411.000,1.83056563E+4,
1412.000,1.82254375E+4,
1413.000,1.86045430E+4,
1414.000,1.89176289E+4,
1415.000,1.92293867E+4,
1416.000,1.90694082E+4,
1417.000,1.93339219E+4,
1418.000,1.97496211E+4,
1419.000,1.98715586E+4,
1420.00,2.01579277E+4,
1421.000,1.97595977E+4,
1422.000,1.98492051E+4,
1423.000,2.02658828E+4,
1424.000,2.06449375E+4,
1425.000,2.06040723E+4,
1426.000,2.07645879E+4,
1427.000,2.09504160E+4,
1428.000,2.11725137E+4,
1429.000,2.14828672E+4,
1430.00,2.14278086E+4,
1431.000,2.18078047E+4,
1432.000,2.21976660E+4,
1433.000,2.22133125E+4,
1434.000,2.24162695E+4,
1435.000,2.22919473E+4,
1436.000,2.24350078E+4,
1437.000,2.27411270E+4,
1438.000,2.28476992E+4,
1439.000,2.33601172E+4,
1440.00,2.34202637E+4,
1441.000,2.35377148E+4,
1442.000,2.38703262E+4,
1443.000,2.37499336E+4,
1444.000,2.39860371E+4,
1445.000,2.40377188E+4,
1446.000,2.46409746E+4,
1447.000,2.45874961E+4,
1448.000,2.44586465E+4,
1449.000,2.46588418E+4,
1450.00,2.50588203E+4,
1451.000,2.52489512E+4,
1452.000,2.50633027E+4,
1453.000,2.53827402E+4,
1454.000,2.54517227E+4,
1455.000,2.57806270E+4,
1456.000,2.59844199E+4,
1457.000,2.58169512E+4,
1458.000,2.58983516E+4,
1459.000,2.61576270E+4,
1460.00,2.63834883E+4,
1461.000,2.66634980E+4,
1462.000,2.65063945E+4,
1463.000,2.68186074E+4,
1464.000,2.70385176E+4,
1465.000,2.71415508E+4,
1466.000,2.72483262E+4,
1467.000,2.73605879E+4,
1468.000,2.74499980E+4,
1469.000,2.75945820E+4,
1470.00,2.76625977E+4,
1471.000,2.81010176E+4,
1472.000,2.82238828E+4,
1473.000,2.79989727E+4,
1474.000,2.81818887E+4,
1475.000,2.81937598E+4,
1476.000,2.83866211E+4,
1477.000,2.85188359E+4,
1478.000,2.86617891E+4,
1479.000,2.87098770E+4,
1480.00,2.89740527E+4,
1481.000,2.90502266E+4,
1482.000,2.91952500E+4,
1483.000,2.92609102E+4,
1484.000,2.91762773E+4,
1485.000,2.93664297E+4,
1486.000,2.95361211E+4,
1487.000,2.97800996E+4,
1488.000,2.98181035E+4,
1489.000,2.95593945E+4,
1490.00,2.99173066E+4,
1491.000,2.96524355E+4,
1492.000,2.98690840E+4,
1493.000,3.00623965E+4,
1494.000,3.02690469E+4,
1495.000,3.02881289E+4,
1496.000,3.00818613E+4,
1497.000,3.02071680E+4,
1498.000,3.07039727E+4,
1499.000,3.02876445E+4,
1500.00,3.04797871E+4,
1501.000,3.05054023E+4,
1502.000,3.03121836E+4,
1503.000,3.05533496E+4,
1504.000,3.06789160E+4,
1505.000,3.05398848E+4,
1506.000,3.07923340E+4,
1507.000,3.08709102E+4,
1508.000,3.09458984E+4,
1509.000,3.11699766E+4,
1510.00,3.10990098E+4,
1511.000,3.10301816E+4,
1512.000,3.11502402E+4,
1513.000,3.11678008E+4,
1514.000,3.10115254E+4,
1515.000,3.11134512E+4,
1516.000,3.09646973E+4,
1517.000,3.11325371E+4,
1518.000,3.09922051E+4,
1519.000,3.11605371E+4,
1520.00,3.13059082E+4,
1521.000,3.14323438E+4,
1522.000,3.09468301E+4,
1523.000,3.12878281E+4,
1524.000,3.09646855E+4,
1525.000,3.13755430E+4,
1526.000,3.14114238E+4,
1527.000,3.11920781E+4,
1528.000,3.13182676E+4,
1529.000,3.12318555E+4,
1530.00,3.11836035E+4,
1531.000,3.12950000E+4,
1532.000,3.12882188E+4,
1533.000,3.09152480E+4,
1534.000,3.11006563E+4,
1535.000,3.09514414E+4,
1536.000,3.10182695E+4,
1537.000,3.08983418E+4,
1538.000,3.08881934E+4,
1539.000,3.08776699E+4,
1540.00,3.09819766E+4,
1541.000,3.09265391E+4,
1542.000,3.08344883E+4,
1543.000,3.07268379E+4,
1544.000,3.07144258E+4,
1545.000,3.06819805E+4,
1546.000,3.07042715E+4,
1547.000,3.07651914E+4,
1548.000,3.07831348E+4,
1549.000,3.08414805E+4,
1550.00,3.05607949E+4,
1551.000,3.07454180E+4,
1552.000,3.05063711E+4,
1553.000,3.04993203E+4,
1554.000,3.01470059E+4,
1555.000,3.05833945E+4,
1556.000,3.01497129E+4,
1557.000,3.02667793E+4,
1558.000,3.03162754E+4,
1559.000,3.04030898E+4,
1560.00,3.01271406E+4,
1561.000,3.02408242E+4,
1562.000,2.99193828E+4,
1563.000,2.99291602E+4,
1564.000,2.97897676E+4,
1565.000,3.00599727E+4,
1566.000,2.94620293E+4,
1567.000,2.96019492E+4,
1568.000,2.95104902E+4,
1569.000,2.94339102E+4,
1570.00,2.94522969E+4,
1571.000,2.93802891E+4,
1572.000,2.89823477E+4,
1573.000,2.90647813E+4,
1574.000,2.91980313E+4,
1575.000,2.88699160E+4,
1576.000,2.88296777E+4,
1577.000,2.88630488E+4,
1578.000,2.87104629E+4,
1579.000,2.86955254E+4,
1580.00,2.83028027E+4,
1581.000,2.82499863E+4,
1582.000,2.83048633E+4,
1583.000,2.84052246E+4,
1584.000,2.83501816E+4,
1585.000,2.81006289E+4,
1586.000,2.81104004E+4,
1587.000,2.79327773E+4,
1588.000,2.78462402E+4,
