0.07cr-fitted-13.18%
  QY = 13.07%
Labels,EmScan14,KONGBAI,
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,28.750,27.450,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

552.00,4.71992588E+0,1.10192966E+1,
553.00,6.35265684E+0,4.78694391E+0,
554.00,9.58984470E+0,2.24235020E+1,
555.00,0.00000000E+0,1.44921732E+1,
556.00,9.79276752E+0,4.90370846E+0,
557.00,8.24218464E+0,1.97924538E+1,
558.00,9.96588516E+0,6.64787579E+0,
559.00,6.72777843E+0,2.68982315E+1,
560.00,3.40283608E+0,1.52992725E+1,
561.00,5.14151812E+0,2.74565907E+1,
562.00,6.91766214E+0,1.21048450E+1,
563.00,1.04820967E+1,8.70462132E+0,
564.00,3.52538967E+0,2.28732719E+1,
565.00,3.56006241E+0,2.49162998E+1,
566.00,3.58703256E+0,1.43851166E+1,
567.00,7.25876141E+0,7.29084396E+0,
568.00,1.83536470E+0,1.83003616E+1,
569.00,0.00000000E+0,7.40343618E+0,
570.00,0.00000000E+0,2.23894367E+1,
571.00,3.77948022E+0,9.42690182E+0,
572.00,3.82527757E+0,2.28995075E+1,
573.00,0.00000000E+0,1.54698591E+1,
574.00,3.91642737E+0,1.16568041E+1,
575.00,0.00000000E+0,5.91815901E+0,
576.00,0.00000000E+0,1.39111300E+1,
577.00,2.02332759E+0,8.02145004E+0,
578.00,1.01839743E+1,1.63085651E+1,
579.00,6.16977692E+0,6.16645908E+0,
580.00,4.15349674E+0,1.03619604E+1,
581.00,2.10389090E+0,1.88714161E+1,
582.00,1.49722958E+1,1.69120865E+1,
583.00,4.33285093E+0,1.49628305E+1,
584.00,2.17323160E+0,8.66259289E+0,
585.00,-2.19047856E+0,8.74402618E+0,
586.00,-2.20566082E+0,4.42882347E+0,
587.00,8.91934967E+0,2.43881607E+1,
588.00,1.57897367E+1,4.52831411E+0,
589.00,2.27896142E+0,2.28615713E+0,
590.00,-2.30311370E+0,1.14753065E+1,
591.00,0.00000000E+0,1.16145258E+1,
592.00,9.41114235E+0,1.40985203E+1,
593.00,-2.37726402E+0,2.37910128E+0,
594.00,-2.39824986E+0,1.19815435E+1,
595.00,0.00000000E+0,9.68163776E+0,
596.00,0.00000000E+0,0.00000000E+0,
597.00,2.47098804E+0,9.95364952E+0,
598.00,0.00000000E+0,2.49819970E+0,
599.00,5.06184101E+0,1.01236820E+1,
600.00,0.00000000E+0,5.11799765E+0,
601.00,-2.58881474E+0,1.03474760E+1,
602.00,5.21928072E+0,7.81051397E+0,
603.00,1.06495981E+1,-2.64625812E+0,
604.00,0.00000000E+0,1.33876486E+1,
605.00,2.71420074E+0,2.70705032E+0,
606.00,2.75637484E+0,0.00000000E+0,
607.00,-2.77747822E+0,2.78250813E+0,
608.00,-2.81452227E+0,8.42954826E+0,
609.00,-2.83740115E+0,-5.71002150E+0,
610.00,0.00000000E+0,0.00000000E+0,
611.00,-2.90654707E+0,-2.91153812E+0,
612.00,0.00000000E+0,5.88579893E+0,
613.00,-2.98869085E+0,2.98123908E+0,
614.00,6.03046417E+0,0.00000000E+0,
615.00,-3.07128716E+0,-6.11209965E+0,
616.00,-3.10771441E+0,6.20628357E+0,
617.00,0.00000000E+0,6.33848763E+0,
618.00,-3.20026278E+0,-9.62601089E+0,
619.00,9.69298077E+0,1.62349567E+1,
620.00,-3.29971051E+0,9.82788754E+0,
621.00,-3.33905673E+0,1.66716156E+1,
622.00,-6.73146820E+0,3.37012839E+0,
623.00,-6.83882236E+0,3.41901135E+0,
624.00,-6.94328880E+0,1.73707600E+1,
625.00,-7.07970667E+0,1.06482630E+1,
626.00,-3.58874393E+0,7.16156864E+0,
627.00,-7.25113583E+0,-1.45786085E+1,
628.00,7.39034414E+0,0.00000000E+0,
629.00,0.00000000E+0,7.46791649E+0,
630.00,7.57642078E+0,-3.80792022E+0,
631.00,-3.85776210E+0,1.54086113E+1,
632.00,-7.78999424E+0,-3.90159154E+0,
633.00,-3.96864843E+0,0.00000000E+0,
634.00,-4.03712130E+0,0.00000000E+0,
635.00,-8.19667721E+0,-8.20812321E+0,
636.00,-8.32863522E+0,8.35332012E+0,
637.00,-4.22086811E+0,8.47512627E+0,
638.00,0.00000000E+0,0.00000000E+0,
639.00,-8.76742363E+0,8.75988674E+0,
640.00,1.33657379E+1,1.78053303E+1,
641.00,-4.52635384E+0,4.51446342E+0,
642.00,4.60748672E+0,1.38236752E+1,
643.00,-4.70914316E+0,0.00000000E+0,
644.00,-9.51999664E+0,4.75582123E+0,
645.00,9.67451477E+0,-4.86228418E+0,
646.00,-4.93121386E+0,-4.93854189E+0,
647.00,0.00000000E+0,-1.50982990E+1,
648.00,1.53735428E+1,0.00000000E+0,
649.00,0.00000000E+0,1.55998383E+1,
650.00,-1.05859900E+1,-5.31136465E+0,
651.00,-5.41788578E+0,1.62225246E+1,
652.00,-5.53415012E+0,1.09578390E+1,
653.00,-1.12884703E+1,0.00000000E+0,
654.00,-1.14217005E+1,-1.71506081E+1,
655.00,-5.84246778E+0,-1.75746746E+1,
656.00,-1.19199800E+1,-1.77919540E+1,
657.00,6.07001638E+0,-6.06392527E+0,
658.00,-6.24044847E+0,-6.17576265E+0,
659.00,0.00000000E+0,1.26433792E+1,
660.00,-6.46538639E+0,3.24645996E+1,
661.00,-1.33483610E+1,-6.66543007E+0,
662.00,-6.86129332E+0,-6.80040407E+0,
663.00,-7.06796074E+0,-1.40972118E+1,
664.00,-7.31679058E+0,-2.18569641E+1,
665.00,-1.49899883E+1,7.54794168E+0,
666.00,-7.74124241E+0,7.75371313E+0,
667.00,0.00000000E+0,0.00000000E+0,
668.00,-8.07424068E+0,-8.07321358E+0,
669.00,0.00000000E+0,-1.62048550E+1,
670.00,8.15975475E+0,1.63562183E+1,
671.00,0.00000000E+0,-8.18653202E+0,
672.00,-8.23481655E+0,-2.46313362E+1,
673.00,0.00000000E+0,0.00000000E+0,
674.00,0.00000000E+0,1.65223351E+1,
675.00,-8.28818512E+0,-8.30734730E+0,
676.00,-8.34720898E+0,8.32328987E+0,
677.00,0.00000000E+0,-3.31766968E+1,
678.00,0.00000000E+0,-8.41019154E+0,
679.00,-8.38717461E+0,-1.68341579E+1,
680.00,0.00000000E+0,1.72159348E+1,
681.00,-1.73145123E+1,-8.66005135E+0,
682.00,8.63596439E+0,8.70717239E+0,
683.00,8.76616955E+0,-2.62438259E+1,
684.00,-1.76065578E+1,0.00000000E+0,
685.00,2.66206493E+1,-8.84735870E+0,
686.00,-1.79813995E+1,-2.68110695E+1,
687.00,9.03170872E+0,-2.69801311E+1,
688.00,-9.06984138E+0,9.11511326E+0,
689.00,9.22756386E+0,0.00000000E+0,
690.00,9.26196480E+0,-1.84333553E+1,
691.00,9.32032299E+0,0.00000000E+0,
692.00,0.00000000E+0,3.77083855E+1,
693.00,0.00000000E+0,-1.91062527E+1,
694.00,-9.68328667E+0,9.69183540E+0,
695.00,-9.82349205E+0,-9.77940273E+0,
696.00,-9.94560051E+0,0.00000000E+0,
697.00,0.00000000E+0,-2.00803185E+1,
698.00,-1.01355219E+1,-1.01520452E+1,
699.00,-2.05409470E+1,-3.09975071E+1,
700.00,2.10039005E+1,0.00000000E+0,
701.00,-1.06089792E+1,0.00000000E+0,
702.00,-1.07501631E+1,0.00000000E+0,
703.00,-1.08444815E+1,-2.18062973E+1,
704.00,2.20638599E+1,0.00000000E+0,
705.00,-2.25044117E+1,4.48326874E+1,
706.00,0.00000000E+0,-2.27819004E+1,
707.00,4.62782707E+1,-2.30570831E+1,
708.00,1.17327852E+1,0.00000000E+0,
709.00,2.39362373E+1,1.19275751E+1,
710.00,-2.44113312E+1,2.41505337E+1,
711.00,-1.23647861E+1,-2.47443466E+1,
712.00,1.25079784E+1,-1.25028629E+1,
713.00,0.00000000E+0,-3.82072067E+1,
714.00,-1.29705353E+1,-2.58912334E+1,
715.00,-1.32040939E+1,-3.97260857E+1,
716.00,0.00000000E+0,-4.04285164E+1,
717.00,4.10378723E+1,2.74057159E+1,
718.00,4.18585091E+1,1.39214964E+1,
719.00,4.26129227E+1,-4.25060196E+1,
720.00,1.00932671E+2,-1.44247227E+1,
721.00,-1.47235546E+1,1.46327753E+1,
722.00,2.99557838E+1,-2.99066811E+1,
723.00,3.04642715E+1,6.10172195E+1,
724.00,4.64868011E+1,4.66936226E+1,
725.00,6.35349731E+1,-1.58222342E+1,
726.00,6.46974258E+1,1.61292130E+2,
727.00,0.00000000E+0,-3.29238548E+1,
728.00,0.00000000E+0,-3.36230621E+1,
729.00,3.42553864E+1,-3.42839203E+1,
730.00,-1.74607353E+1,3.48484573E+1,
731.00,1.77260036E+1,-1.77748432E+1,
732.00,1.82009449E+1,1.82054062E+1,
733.00,1.84640846E+1,-3.69393272E+1,
734.00,-3.80325508E+1,1.69021194E+2,
735.00,7.71732254E+1,3.86111794E+1,
736.00,0.00000000E+0,-3.94891396E+1,
737.00,6.01108551E+1,0.00000000E+0,
738.00,-4.07588501E+1,-4.09140511E+1,
739.00,4.16653824E+1,-6.27536545E+1,
740.00,0.00000000E+0,2.13707733E+1,
741.00,-4.35120583E+1,-2.18445835E+1,
742.00,8.85817261E+1,-4.45768471E+1,
743.00,-4.51979713E+1,0.00000000E+0,
744.00,2.32376747E+1,-2.32006378E+1,
745.00,7.08201447E+1,-9.45743027E+1,
746.00,4.85404167E+1,-4.83205223E+1,
747.00,1.47690445E+2,-7.40673828E+1,
748.00,0.00000000E+0,-1.00722038E+2,
749.00,5.15603371E+1,-7.70632401E+1,
750.00,2.62234039E+1,-7.91046371E+1,
751.00,1.07084213E+2,-8.11029968E+1,
752.00,2.76236954E+1,-2.75061893E+1,
753.00,5.62758636E+1,-8.43164215E+1,
754.00,2.88192272E+1,0.00000000E+0,
755.00,2.93150311E+1,0.00000000E+0,
756.00,1.20183075E+2,-3.00184364E+1,
757.00,6.13849907E+1,9.20810852E+1,
758.00,1.25245659E+2,-9.43007050E+1,
759.00,0.00000000E+0,0.00000000E+0,
760.00,1.31554611E+2,-1.31280807E+2,
761.00,0.00000000E+0,-3.35187531E+1,
762.00,3.44802017E+1,0.00000000E+0,
763.00,3.50175247E+1,3.50223160E+1,
764.00,2.14424118E+2,7.18824844E+1,
765.00,1.46000397E+2,-7.31015472E+1,
766.00,3.73873215E+1,1.86063034E+2,
767.00,3.82027397E+1,-3.81010323E+1,
768.00,1.17097382E+2,0.00000000E+0,
769.00,0.00000000E+0,-7.95625305E+1,
770.00,4.07305527E+1,-8.15185852E+1,
771.00,-4.14645729E+1,-1.23895805E+2,
772.00,2.12328369E+2,-4.25550423E+1,
773.00,0.00000000E+0,4.35491562E+1,
774.00,3.54223846E+2,-1.77625809E+2,
775.00,0.00000000E+0,-4.54396095E+1,
776.00,-9.24017715E+1,-9.31456070E+1,
777.00,4.74426651E+1,0.00000000E+0,
778.00,0.00000000E+0,-4.84358978E+1,
779.00,4.94881401E+1,-4.93099174E+1,
780.00,1.51548828E+2,1.01200386E+2,
781.00,1.03501961E+2,-5.18986244E+1,
782.00,5.27110138E+1,-1.06169815E+2,
783.00,1.62475082E+2,-5.40171738E+1,
784.00,1.10523666E+2,-1.10576614E+2,
785.00,5.64580879E+1,-1.70293045E+2,
786.00,1.15272148E+2,5.75747147E+1,
787.00,1.76946930E+2,-1.76033859E+2,
788.00,1.79664886E+2,-1.79934845E+2,
789.00,0.00000000E+0,1.22746376E+2,
790.00,0.00000000E+0,-6.31044273E+1,
791.00,1.92855515E+2,-6.42952499E+1,
792.00,0.00000000E+0,3.94470184E+2,
793.00,6.69655457E+1,-1.34246368E+2,
794.00,-6.85385132E+1,-2.04797546E+2,
795.00,-1.38968491E+2,-2.09441360E+2,
796.00,-7.10637207E+1,7.09326553E+1,
797.00,4.36742767E+2,-2.89538849E+2,
798.00,3.70095215E+2,-1.48659164E+2,
799.00,7.59748840E+1,0.00000000E+0,
800.00,0.00000000E+0,-3.09720337E+2,
801.00,-7.89256287E+1,-7.88530273E+1,
802.00,2.42490097E+2,-1.60281540E+2,
803.00,-1.63792938E+2,-2.45823898E+2,
804.00,3.33812256E+2,-8.37910080E+1,
805.00,-8.51036835E+1,-1.70561890E+2,
806.00,-8.72205200E+1,8.72837448E+1,
807.00,1.78465714E+2,-8.92363510E+1,
808.00,0.00000000E+0,-3.64492981E+2,
809.00,0.00000000E+0,0.00000000E+0,
810.00,1.89600601E+2,-1.89557892E+2,
811.00,-9.66721649E+1,-9.68252945E+1,
812.00,0.00000000E+0,-2.97707550E+2,
813.00,0.00000000E+0,1.01253571E+2,
814.00,4.17260040E+2,-3.13342163E+2,
815.00,0.00000000E+0,-1.07277206E+2,
816.00,0.00000000E+0,-4.44781647E+2,
817.00,1.13487679E+2,-1.14249603E+2,
818.00,-1.17164536E+2,-1.17199936E+2,
819.00,-1.21284050E+2,-3.65529144E+2,
820.00,0.00000000E+0,-5.05714722E+2,
821.00,0.00000000E+0,-1.30400497E+2,
822.00,2.71400238E+2,-1.35580795E+2,
823.00,-1.41415833E+2,0.00000000E+0,
824.00,0.00000000E+0,-2.95845306E+2,
825.00,-3.10052338E+2,1.55777893E+2,
826.00,4.91901520E+2,-3.28017700E+2,
827.00,5.21523071E+2,-1.73420502E+2,
828.00,0.00000000E+0,-1.83304199E+2,
829.00,0.00000000E+0,-1.96255249E+2,
830.00,-2.08561584E+2,-4.16797211E+2,
831.00,-4.45922943E+2,4.46865234E+2,
832.00,2.39751892E+2,2.38701126E+2,
833.00,-5.16156738E+2,-5.14826172E+2,
834.00,5.56866577E+2,2.77145782E+2,
835.00,-6.00945251E+2,2.99722321E+2,
836.00,-3.27236786E+2,-9.80622314E+2,
837.00,3.53554260E+2,-3.53768677E+2,
838.00,-7.69104736E+2,-3.85117798E+2,
839.00,-8.37128845E+2,0.00000000E+0,
840.00,-4.54054718E+2,0.00000000E+0,
841.00,-1.00221796E+3,1.49719287E+3,
842.00,3.27265747E+3,-2.18609277E+3,
843.00,0.00000000E+0,-1.79762805E+3,
844.00,0.00000000E+0,-1.98152734E+3,
845.00,-7.28929016E+2,0.00000000E+0,
846.00,0.00000000E+0,-2.40065918E+3,
847.00,-1.76026843E+3,-1.75982202E+3,
848.00,-9.73455811E+2,-1.95677063E+3,
849.00,-2.15654736E+3,0.00000000E+0,
850.00,-2.36219946E+3,-3.58008691E+3,
