0.01CR-FITTED

Labels,Decay7 on Em1,Decay7 on Em1F2,Decay7 on Em1F2R,
3.7E04,2.00000000E+2, , ,
3.8E04,1.70000000E+2, , ,
3.9E04,1.75000000E+2, , ,
4E04,1.96000000E+2, , ,
4.1E04,1.98000000E+2, , ,
4.2E04,1.96000000E+2, , ,
4.3E04,1.75000000E+2, , ,
4.4E04,1.89000000E+2, , ,
4.5E04,1.72000000E+2, , ,
4.6E04,1.64000000E+2, , ,
4.7E04,1.85000000E+2, , ,
4.8E04,2.01000000E+2, , ,
4.9E04,1.74000000E+2, , ,
5E04,1.73000000E+2, , ,
5.1E04,1.90000000E+2, , ,
5.2E04,1.78000000E+2, , ,
5.3E04,1.94000000E+2, , ,
5.4E04,1.77000000E+2, , ,
5.5E04,2.00000000E+2, , ,
5.6E04,1.93000000E+2, , ,
5.7E04,1.88000000E+2, , ,
5.8E04,1.91000000E+2, , ,
5.9E04,1.66000000E+2, , ,
6E04,1.69000000E+2, , ,
6.1E04,2.22000000E+2, , ,
6.2E04,1.85000000E+2, , ,
6.3E04,1.97000000E+2, , ,
6.4E04,1.85000000E+2, , ,
6.5E04,1.72000000E+2, , ,
6.6E04,1.94000000E+2, , ,
6.7E04,1.85000000E+2, , ,
6.8E04,2.01000000E+2, , ,
6.9E04,1.74000000E+2, , ,
7E04,1.79000000E+2, , ,
7.1E04,1.95000000E+2, , ,
7.2E04,1.93000000E+2, , ,
7.3E04,1.91000000E+2, , ,
7.4E04,2.01000000E+2, , ,
7.5E04,1.90000000E+2, , ,
7.6E04,1.69000000E+2, , ,
7.7E04,1.92000000E+2, , ,
7.8E04,1.65000000E+2, , ,
7.9E04,1.89000000E+2, , ,
8E04,1.82000000E+2, , ,
8.1E04,1.87000000E+2, , ,
8.2E04,1.71000000E+2, , ,
8.3E04,1.99000000E+2, , ,
8.4E04,1.62000000E+2, , ,
8.5E04,1.70000000E+2, , ,
8.6E04,1.85000000E+2, , ,
8.7E04,1.90000000E+2, , ,
8.8E04,2.23000000E+2, , ,
8.9E04,1.78000000E+2, , ,
9E04,1.75000000E+2, , ,
9.1E04,2.09000000E+2, , ,
9.2E04,1.69000000E+2, , ,
9.3E04,1.97000000E+2, , ,
9.4E04,1.73000000E+2, , ,
9.5E04,1.94000000E+2, , ,
9.6E04,1.80000000E+2, , ,
9.7E04,2.00000000E+2, , ,
9.8E04,1.89000000E+2, , ,
9.9E04,1.92000000E+2, , ,
1E05,2.12000000E+2, , ,
1.01E05,1.96000000E+2, , ,
1.02E05,1.74000000E+2, , ,
1.03E05,1.65000000E+2, , ,
1.04E05,2.07000000E+2, , ,
1.05E05,3.16000000E+2, , ,
1.06E05,1.31600000E+3, , ,
1.07E05,2.04000000E+2, , ,
1.08E05,1.89000000E+2, , ,
1.09E05,3.14000000E+2, , ,
1.1E05,2.03500000E+3, , ,
1.11E05,5.05700000E+3, , ,
1.12E05,7.21700000E+3, , ,
1.13E05,7.95500000E+3, , ,
1.14E05,8.00100000E+3, , ,
1.15E05,7.96800000E+3,8.33897363E+3,-4.15593147E+0,
1.16E05,7.96900000E+3,8.20072949E+3,-2.59584880E+0,
1.17E05,7.75600000E+3,8.06497559E+3,-3.50836897E+0,
1.18E05,7.78300000E+3,7.93166602E+3,-1.68514860E+0,
1.19E05,7.79300000E+3,7.80075488E+3,-8.78461823E-2,
1.2E05,7.63700000E+3,7.67219824E+3,-4.02772278E-1,
1.21E05,7.38000000E+3,7.54595166E+3,-1.93176115E+0,
1.22E05,7.38700000E+3,7.42197314E+3,-4.06912118E-1,
1.23E05,7.28100000E+3,7.30022070E+3,-2.25254640E-1,
1.24E05,7.28600000E+3,7.18065186E+3,1.23419082E+0,
1.25E05,7.01400000E+3,7.06322754E+3,-5.87794125E-1,
1.26E05,7.23200000E+3,6.94790723E+3,3.34065008E+0,
1.27E05,6.79000000E+3,6.83465234E+3,-5.41887820E-1,
1.28E05,6.75100000E+3,6.72342383E+3,3.35621625E-1,
1.29E05,6.66500000E+3,6.61418555E+3,6.22425199E-1,
1.3E05,6.67700000E+3,6.50689990E+3,2.08167958E+0,
1.31E05,6.44000000E+3,6.40153125E+3,4.79363680E-1,
1.32E05,6.42000000E+3,6.29804346E+3,1.52208042E+0,
1.33E05,6.40100000E+3,6.19640234E+3,2.55727100E+0,
1.34E05,6.10400000E+3,6.09657324E+3,9.50587317E-2,
1.35E05,5.99500000E+3,5.99852344E+3,-4.55063470E-2,
1.36E05,6.00600000E+3,5.90221924E+3,1.33913445E+0,
1.37E05,5.94200000E+3,5.80762939E+3,1.74316287E+0,
1.38E05,5.80800000E+3,5.71472070E+3,1.22397339E+0,
1.39E05,5.74000000E+3,5.62346387E+3,1.53817117E+0,
1.4E05,5.64700000E+3,5.53382764E+3,1.50602257E+0,
1.41E05,5.65300000E+3,5.44578223E+3,2.75605273E+0,
1.42E05,5.39900000E+3,5.35929834E+3,5.40321171E-1,
1.43E05,5.34600000E+3,5.27434717E+3,9.79983807E-1,
1.44E05,5.23700000E+3,5.19090039E+3,6.37024224E-1,
1.45E05,5.21300000E+3,5.10893066E+3,1.44138145E+0,
1.46E05,5.02100000E+3,5.02840967E+3,-1.04569159E-1,
1.47E05,4.94300000E+3,4.94931250E+3,-8.97854790E-2,
1.48E05,5.10100000E+3,4.87161230E+3,3.21175528E+0,
1.49E05,4.85800000E+3,4.79528271E+3,8.99825931E-1,
1.5E05,4.75500000E+3,4.72029932E+3,5.03225684E-1,
1.51E05,4.70100000E+3,4.64663770E+3,7.92871356E-1,
1.52E05,4.52000000E+3,4.57427197E+3,-8.07246923E-1,
1.53E05,4.53400000E+3,4.50318018E+3,4.57708955E-1,
1.54E05,4.40700000E+3,4.43333740E+3,-3.96735817E-1,
1.55E05,4.40300000E+3,4.36472217E+3,5.76863408E-1,
1.56E05,4.34800000E+3,4.29731104E+3,7.68720806E-1,
1.57E05,4.24600000E+3,4.23108203E+3,2.28938952E-1,
1.58E05,4.02700000E+3,4.16601416E+3,-2.19062591E+0,
1.59E05,4.09000000E+3,4.10208496E+3,-1.88965961E-1,
1.6E05,4.00300000E+3,4.03927466E+3,-5.73337734E-1,
1.61E05,4.01000000E+3,3.97756250E+3,5.12242019E-1,
1.62E05,3.85600000E+3,3.91692798E+3,-9.81179059E-1,
1.63E05,3.90600000E+3,3.85735181E+3,7.78396010E-1,
1.64E05,3.80400000E+3,3.79881445E+3,8.40764344E-2,
1.65E05,3.78300000E+3,3.74129712E+3,6.78028405E-1,
1.66E05,3.60400000E+3,3.68478101E+3,-1.34560275E+0,
1.67E05,3.66700000E+3,3.62924805E+3,6.23424649E-1,
1.68E05,3.44000000E+3,3.57467993E+3,-2.29627371E+0,
1.69E05,3.51900000E+3,3.52105933E+3,-3.47148664E-2,
1.7E05,3.38000000E+3,3.46836914E+3,-1.51999545E+0,
1.71E05,3.44800000E+3,3.41659180E+3,5.34883797E-1,
1.72E05,3.35600000E+3,3.36571143E+3,-1.67637825E-1,
1.73E05,3.37700000E+3,3.31571118E+3,1.05466783E+0,
1.74E05,3.25400000E+3,3.26657495E+3,-2.20443621E-1,
1.75E05,3.25000000E+3,3.21828784E+3,5.56268036E-1,
1.76E05,3.14500000E+3,3.17083350E+3,-4.60651904E-1,
1.77E05,3.03600000E+3,3.12419727E+3,-1.60067892E+0,
1.78E05,3.05500000E+3,3.07836450E+3,-4.22718167E-1,
1.79E05,3.05300000E+3,3.03331982E+3,3.56176764E-1,
1.8E05,2.94300000E+3,2.98904956E+3,-8.48848879E-1,
1.81E05,2.96600000E+3,2.94553931E+3,3.75694454E-1,
1.82E05,2.94800000E+3,2.90277563E+3,8.32930446E-1,
1.83E05,2.87300000E+3,2.86074487E+3,2.28638843E-1,
1.84E05,2.87900000E+3,2.81943335E+3,1.11015177E+0,
1.85E05,2.76700000E+3,2.77882886E+3,-2.24873468E-1,
1.86E05,2.66500000E+3,2.73891797E+3,-1.43186283E+0,
1.87E05,2.65800000E+3,2.69968848E+3,-8.08608949E-1,
1.88E05,2.66000000E+3,2.66112793E+3,-2.18696184E-2,
1.89E05,2.67500000E+3,2.62322412E+3,1.00107265E+0,
1.9E05,2.53200000E+3,2.58596533E+3,-1.07246470E+0,
1.91E05,2.52300000E+3,2.54934009E+3,-5.24395049E-1,
1.92E05,2.46200000E+3,2.51333667E+3,-1.03462672E+0,
1.93E05,2.40000000E+3,2.47794385E+3,-1.59102213E+0,
1.94E05,2.34800000E+3,2.44315088E+3,-1.96364856E+0,
1.95E05,2.39300000E+3,2.40894702E+3,-3.25992972E-1,
1.96E05,2.34200000E+3,2.37532104E+3,-6.88533664E-1,
1.97E05,2.41700000E+3,2.34226318E+3,1.52018440E+0,
1.98E05,2.26600000E+3,2.30976318E+3,-9.19345915E-1,
1.99E05,2.25200000E+3,2.27781079E+3,-5.43897569E-1,
2E05,2.31200000E+3,2.24639648E+3,1.36437333E+0,
2.01E05,2.23300000E+3,2.21551001E+3,3.70122254E-1,
2.02E05,2.17500000E+3,2.18514258E+3,-2.17479706E-1,
2.03E05,2.06700000E+3,2.15528442E+3,-1.94184184E+0,
2.04E05,2.13400000E+3,2.12592676E+3,1.74763516E-1,
2.05E05,2.08000000E+3,2.09706030E+3,-3.74071896E-1,
2.06E05,2.03900000E+3,2.06867651E+3,-6.57210171E-1,
2.07E05,2.05200000E+3,2.04076672E+3,2.47980639E-1,
2.08E05,1.96200000E+3,2.01332227E+3,-1.15866077E+0,
2.09E05,1.97100000E+3,1.98633521E+3,-3.45419049E-1,
2.1E05,1.87400000E+3,1.95979688E+3,-1.98192251E+0,
2.11E05,1.92400000E+3,1.93369971E+3,-2.21134290E-1,
2.12E05,1.88100000E+3,1.90803577E+3,-6.23367667E-1,
2.13E05,1.88200000E+3,1.88279712E+3,-1.83744114E-2,
2.14E05,1.88700000E+3,1.85797632E+3,6.68138564E-1,
2.15E05,1.83300000E+3,1.83356604E+3,-1.32210497E-2,
2.16E05,1.84400000E+3,1.80955884E+3,8.02042425E-1,
2.17E05,1.77300000E+3,1.78594751E+3,-3.07490647E-1,
2.18E05,1.65200000E+3,1.76272534E+3,-2.72421908E+0,
2.19E05,1.72200000E+3,1.73988513E+3,-4.30998296E-1,
2.2E05,1.72000000E+3,1.71742017E+3,6.22053221E-2,
2.21E05,1.68900000E+3,1.69532385E+3,-1.53874591E-1,
2.22E05,1.67500000E+3,1.67358960E+3,3.44615653E-2,
2.23E05,1.59600000E+3,1.65221106E+3,-1.40703642E+0,
2.24E05,1.61700000E+3,1.63118188E+3,-3.52678478E-1,
2.25E05,1.66300000E+3,1.61049609E+3,1.28749478E+0,
2.26E05,1.55300000E+3,1.59014734E+3,-9.42631602E-1,
2.27E05,1.57000000E+3,1.57013000E+3,-3.28102731E-3,
2.28E05,1.53400000E+3,1.55043799E+3,-4.19697106E-1,
2.29E05,1.51300000E+3,1.53106567E+3,-4.64445442E-1,
2.3E05,1.46600000E+3,1.51200720E+3,-1.20159698E+0,
2.31E05,1.53500000E+3,1.49325745E+3,1.06542981E+0,
2.32E05,1.46900000E+3,1.47481079E+3,-1.51608780E-1,
2.33E05,1.50200000E+3,1.45666187E+3,1.16984594E+0,
2.34E05,1.38800000E+3,1.43880554E+3,-1.36369216E+0,
2.35E05,1.42100000E+3,1.42123657E+3,-6.27576653E-3,
2.36E05,1.39600000E+3,1.40395007E+3,-2.12778836E-1,
2.37E05,1.38900000E+3,1.38694092E+3,5.52487597E-2,
2.38E05,1.32800000E+3,1.37020447E+3,-1.15813553E+0,
2.39E05,1.31000000E+3,1.35373584E+3,-1.20837522E+0,
2.4E05,1.31400000E+3,1.33753040E+3,-6.49129808E-1,
2.41E05,1.32700000E+3,1.32158350E+3,1.48690626E-1,
2.42E05,1.29800000E+3,1.30589063E+3,-2.19015107E-1,
2.43E05,1.29500000E+3,1.29044751E+3,1.26506880E-1,
2.44E05,1.22200000E+3,1.27524963E+3,-1.52328455E+0,
2.45E05,1.26800000E+3,1.26029285E+3,2.16438428E-1,
2.46E05,1.22700000E+3,1.24557288E+3,-5.30220926E-1,
2.47E05,1.23500000E+3,1.23108569E+3,1.11383632E-1,
2.48E05,1.20400000E+3,1.21682727E+3,-3.69675785E-1,
2.49E05,1.25000000E+3,1.20279346E+3,1.33520269E+0,
2.5E05,1.16800000E+3,1.18898059E+3,-6.13898098E-1,
2.51E05,1.23600000E+3,1.17538477E+3,1.72414017E+0,
2.52E05,1.19200000E+3,1.16200220E+3,8.68863046E-1,
2.53E05,1.16400000E+3,1.14882922E+3,4.44663346E-1,
2.54E05,1.19600000E+3,1.13586230E+3,1.73892641E+0,
2.55E05,1.14500000E+3,1.12309778E+3,6.47269905E-1,
2.56E05,1.07100000E+3,1.11053235E+3,-1.20797479E+0,
2.57E05,1.06600000E+3,1.09816235E+3,-9.85074818E-1,
2.58E05,1.12600000E+3,1.08598462E+3,1.19249833E+0,
2.59E05,1.07700000E+3,1.07399573E+3,9.15443301E-2,
2.6E05,1.05400000E+3,1.06219250E+3,-2.52345979E-1,
2.61E05,1.11400000E+3,1.05057178E+3,1.90037787E+0,
2.62E05,9.99000000E+2,1.03913037E+3,-1.26966870E+0,
2.63E05,1.02600000E+3,1.02786523E+3,-5.82317337E-2,
2.64E05,9.91000000E+2,1.01677344E+3,-8.18720222E-1,
2.65E05,1.03200000E+3,1.00585193E+3,8.13953876E-1,
2.66E05,1.02400000E+3,9.95097900E+2,9.03190613E-1,
2.67E05,9.61000000E+2,9.84508362E+2,-7.58334279E-1,
2.68E05,9.65000000E+2,9.74080627E+2,-2.92315751E-1,
2.69E05,1.00300000E+3,9.63811890E+2,1.23738217E+0,
2.7E05,9.47000000E+2,9.53699524E+2,-2.17705280E-1,
2.71E05,9.43000000E+2,9.43740784E+2,-2.41232365E-2,
2.72E05,8.82000000E+2,9.33933167E+2,-1.74868071E+0,
2.73E05,9.02000000E+2,9.24273987E+2,-7.41642654E-1,
2.74E05,9.21000000E+2,9.14760864E+2,2.05586523E-1,
2.75E05,9.01000000E+2,9.05391357E+2,-1.46297336E-1,
2.76E05,8.59000000E+2,8.96162903E+2,-1.26798189E+0,
2.77E05,9.40000000E+2,8.87073181E+2,1.72628248E+0,
2.78E05,9.45000000E+2,8.78119934E+2,2.17560863E+0,
2.79E05,9.04000000E+2,8.69300842E+2,1.15407681E+0,
2.8E05,8.39000000E+2,8.60613525E+2,-7.46181786E-1,
2.81E05,8.48000000E+2,8.52055969E+2,-1.39282554E-1,
2.82E05,9.00000000E+2,8.43625916E+2,1.87913620E+0,
2.83E05,8.48000000E+2,8.35321167E+2,4.35392916E-1,
2.84E05,8.30000000E+2,8.27139709E+2,9.92821380E-2,
2.85E05,8.05000000E+2,8.19079468E+2,-4.96236026E-1,
2.86E05,8.22000000E+2,8.11138367E+2,3.78842950E-1,
2.87E05,8.60000000E+2,8.03314575E+2,1.93295693E+0,
2.88E05,8.01000000E+2,7.95605957E+2,1.90589130E-1,
2.89E05,8.00000000E+2,7.88010742E+2,4.23884273E-1,
2.9E05,7.90000000E+2,7.80526978E+2,3.37035000E-1,
2.91E05,8.37000000E+2,7.73152893E+2,2.20687890E+0,
2.92E05,7.93000000E+2,7.65886597E+2,9.62825179E-1,
2.93E05,7.92000000E+2,7.58726318E+2,1.18232882E+0,
2.94E05,7.83000000E+2,7.51670288E+2,1.11963260E+0,
2.95E05,7.26000000E+2,7.44716858E+2,-6.94647729E-1,
2.96E05,7.63000000E+2,7.37864319E+2,9.09972787E-1,
2.97E05,7.00000000E+2,7.31110962E+2,-1.17588377E+0,
2.98E05,7.51000000E+2,7.24455139E+2,9.68635738E-1,
2.99E05,7.10000000E+2,7.17895386E+2,-2.96308547E-1,
3E05,7.30000000E+2,7.11430054E+2,6.87304556E-1,
3.01E05,7.11000000E+2,7.05057556E+2,2.22859055E-1,
3.02E05,7.04000000E+2,6.98776428E+2,1.96870774E-1,
3.03E05,7.03000000E+2,6.92585144E+2,3.92803729E-1,
3.04E05,6.82000000E+2,6.86482361E+2,-1.71638474E-1,
3.05E05,6.84000000E+2,6.80466431E+2,1.35109395E-1,
3.06E05,6.73000000E+2,6.74536133E+2,-5.92135675E-2,
3.07E05,6.70000000E+2,6.68689941E+2,5.06119803E-2,
3.08E05,6.83000000E+2,6.62926575E+2,7.68088281E-1,
3.09E05,6.40000000E+2,6.57244751E+2,-6.81658626E-1,
3.1E05,6.15000000E+2,6.51643005E+2,-1.47758853E+0,
3.11E05,6.32000000E+2,6.46120117E+2,-5.61668098E-1,
3.12E05,6.72000000E+2,6.40674805E+2,1.20839560E+0,
3.13E05,6.51000000E+2,6.35305847E+2,6.15102351E-1,
3.14E05,6.36000000E+2,6.30012024E+2,2.37438694E-1,
3.15E05,6.58000000E+2,6.24792114E+2,1.29457819E+0,
3.16E05,6.00000000E+2,6.19644897E+2,-8.01999569E-1,
3.17E05,6.10000000E+2,6.14569275E+2,-1.85004532E-1,
3.18E05,5.80000000E+2,6.09564087E+2,-1.22758186E+0,
3.19E05,6.62000000E+2,6.04628174E+2,2.22981930E+0,
3.2E05,6.16000000E+2,5.99760437E+2,6.54310644E-1,
3.21E05,5.85000000E+2,5.94959839E+2,-4.11788672E-1,
3.22E05,6.01000000E+2,5.90225342E+2,4.39507455E-1,
3.23E05,5.78000000E+2,5.85555786E+2,-3.14279288E-1,
3.24E05,6.44000000E+2,5.80950256E+2,2.48450804E+0,
3.25E05,5.92000000E+2,5.76407654E+2,6.40841484E-1,
3.26E05,5.86000000E+2,5.71927063E+2,5.81347644E-1,
3.27E05,5.92000000E+2,5.67507446E+2,1.00663781E+0,
3.28E05,5.86000000E+2,5.63147827E+2,9.44014549E-1,
3.29E05,5.43000000E+2,5.58847351E+2,-6.80074930E-1,
3.3E05,5.59000000E+2,5.54605042E+2,1.85886934E-1,
3.31E05,5.24000000E+2,5.50419983E+2,-1.15416229E+0,
3.32E05,5.46000000E+2,5.46291321E+2,-1.24673797E-2,
3.33E05,5.52000000E+2,5.42218079E+2,4.16346222E-1,
3.34E05,5.37000000E+2,5.38199524E+2,-5.17632775E-2,
3.35E05,5.27000000E+2,5.34234741E+2,-3.15150261E-1,
3.36E05,4.97000000E+2,5.30322876E+2,-1.49473524E+0,
3.37E05,5.20000000E+2,5.26463135E+2,-2.83427209E-1,
3.38E05,5.12000000E+2,5.22654663E+2,-4.70874041E-1,
3.39E05,5.19000000E+2,5.18896790E+2,4.53043589E-3,
3.4E05,5.18000000E+2,5.15188599E+2,1.23525880E-1,
3.41E05,4.95000000E+2,5.11529419E+2,-7.42942154E-1,
3.42E05,4.95000000E+2,5.07918518E+2,-5.80644190E-1,
3.43E05,4.65000000E+2,5.04355042E+2,-1.82504642E+0,
3.44E05,5.16000000E+2,5.00838318E+2,6.67455852E-1,
3.45E05,4.52000000E+2,4.97367676E+2,-2.13391590E+0,
3.46E05,4.63000000E+2,4.93942322E+2,-1.43801165E+0,
3.47E05,4.71000000E+2,4.90561646E+2,-9.01353061E-1,
3.48E05,4.84000000E+2,4.87224976E+2,-1.46589801E-1,
3.49E05,5.15000000E+2,4.83931580E+2,1.36903822E+0,
3.5E05,4.98000000E+2,4.80680847E+2,7.76089787E-1,
3.51E05,5.24000000E+2,4.77472168E+2,2.03257775E+0,
3.52E05,4.23000000E+2,4.74304749E+2,-2.49452233E+0,
3.53E05,4.73000000E+2,4.71178162E+2,8.37682188E-2,
3.54E05,5.16000000E+2,4.68091675E+2,2.10904646E+0,
3.55E05,4.93000000E+2,4.65044739E+2,1.25904167E+0,
3.56E05,4.49000000E+2,4.62036743E+2,-6.15241945E-1,
3.57E05,4.75000000E+2,4.59067078E+2,7.31052577E-1,
3.58E05,4.65000000E+2,4.56135193E+2,4.11095589E-1,
3.59E05,4.86000000E+2,4.53240601E+2,1.48599648E+0,
3.6E05,4.51000000E+2,4.50382629E+2,2.90708467E-2,
3.61E05,4.67000000E+2,4.47560730E+2,8.99542153E-1,
3.62E05,4.73000000E+2,4.44774475E+2,1.29781103E+0,
3.63E05,4.59000000E+2,4.42023315E+2,7.92403758E-1,
3.64E05,4.27000000E+2,4.39306641E+2,-5.95560074E-1,
3.65E05,4.32000000E+2,4.36624023E+2,-2.22473428E-1,
3.66E05,4.63000000E+2,4.33974945E+2,1.34890866E+0,
3.67E05,4.40000000E+2,4.31358887E+2,4.11948919E-1,
3.68E05,4.23000000E+2,4.28775391E+2,-2.80809104E-1,
3.69E05,4.11000000E+2,4.26223999E+2,-7.50944495E-1,
3.7E05,4.14000000E+2,4.23704224E+2,-4.76936579E-1,
3.71E05,4.35000000E+2,4.21215576E+2,6.60912514E-1,
3.72E05,4.15000000E+2,4.18757629E+2,-1.84454769E-1,
3.73E05,3.86000000E+2,4.16329956E+2,-1.54375410E+0,
3.74E05,4.05000000E+2,4.13932068E+2,-4.43838030E-1,
3.75E05,4.07000000E+2,4.11563599E+2,-2.26209179E-1,
3.76E05,3.99000000E+2,4.09224060E+2,-5.11843204E-1,
3.77E05,3.92000000E+2,4.06913086E+2,-7.53224552E-1,
3.78E05,4.28000000E+2,4.04630249E+2,1.12961948E+0,
3.79E05,3.99000000E+2,4.02375122E+2,-1.68967441E-1,
3.8E05,3.80000000E+2,4.00147339E+2,-1.03353667E+0,
3.81E05,4.13000000E+2,3.97946533E+2,7.40732670E-1,
3.82E05,3.90000000E+2,3.95772247E+2,-2.92289108E-1,
3.83E05,4.12000000E+2,3.93624146E+2,9.05313373E-1,
3.84E05,3.99000000E+2,3.91501862E+2,3.75376433E-1,
3.85E05,3.84000000E+2,3.89405029E+2,-2.75824249E-1,
3.86E05,3.81000000E+2,3.87333252E+2,-3.24462324E-1,
3.87E05,4.03000000E+2,3.85286224E+2,8.82386029E-1,
3.88E05,4.03000000E+2,3.83263611E+2,9.83139575E-1,
3.89E05,3.71000000E+2,3.81264984E+2,-5.32931387E-1,
3.9E05,3.85000000E+2,3.79290070E+2,2.91004986E-1,
3.91E05,3.78000000E+2,3.77338531E+2,3.40222679E-2,
3.92E05,3.81000000E+2,3.75410034E+2,2.86382616E-1,
3.93E05,3.87000000E+2,3.73504272E+2,6.86026394E-1,
3.94E05,3.74000000E+2,3.71620911E+2,1.23019785E-1,
3.95E05,4.01000000E+2,3.69759644E+2,1.56006896E+0,
3.96E05,3.86000000E+2,3.67920166E+2,9.20239329E-1,
3.97E05,3.56000000E+2,3.66102173E+2,-5.35414100E-1,
3.98E05,3.67000000E+2,3.64305359E+2,1.40659124E-1,
3.99E05,3.69000000E+2,3.62529480E+2,3.36841822E-1,
4E05,3.42000000E+2,3.60774170E+2,-1.01519084E+0,
4.01E05,3.38000000E+2,3.59039246E+2,-1.14438415E+0,
4.02E05,3.55000000E+2,3.57324341E+2,-1.23363197E-1,
4.03E05,3.58000000E+2,3.55629211E+2,1.25300065E-1,
4.04E05,3.74000000E+2,3.53953583E+2,1.03657556E+0,
4.05E05,3.52000000E+2,3.52297211E+2,-1.58413835E-2,
4.06E05,3.55000000E+2,3.50659851E+2,2.30351180E-1,
4.07E05,3.31000000E+2,3.49041168E+2,-9.91632283E-1,
4.08E05,3.64000000E+2,3.47440979E+2,8.67928565E-1,
4.09E05,3.34000000E+2,3.45859009E+2,-6.48896098E-1,
4.1E05,3.63000000E+2,3.44295044E+2,9.81755614E-1,
4.11E05,3.60000000E+2,3.42748810E+2,9.09217596E-1,
4.12E05,3.55000000E+2,3.41220093E+2,7.31361508E-1,
4.13E05,3.61000000E+2,3.39708618E+2,1.12059903E+0,
4.14E05,3.25000000E+2,3.38214172E+2,-7.32990384E-1,
4.15E05,3.51000000E+2,3.36736572E+2,7.61325419E-1,
4.16E05,3.04000000E+2,3.35275513E+2,-1.79377365E+0,
4.17E05,3.35000000E+2,3.33830841E+2,6.38779774E-2,
4.18E05,3.20000000E+2,3.32402344E+2,-6.93312109E-1,
4.19E05,3.48000000E+2,3.30989746E+2,9.11845326E-1,
4.2E05,3.20000000E+2,3.29592896E+2,-5.36259174E-1,
4.21E05,3.02000000E+2,3.28211548E+2,-1.50830507E+0,
4.22E05,3.27000000E+2,3.26845581E+2,8.53938702E-3,
4.23E05,2.95000000E+2,3.25494690E+2,-1.77546942E+0,
4.24E05,3.16000000E+2,3.24158691E+2,-4.58962262E-1,
4.25E05,3.07000000E+2,3.22837463E+2,-9.03891742E-1,
4.26E05,2.95000000E+2,3.21530762E+2,-1.54468071E+0,
4.27E05,3.09000000E+2,3.20238403E+2,-6.39330447E-1,
4.28E05,3.35000000E+2,3.18960205E+2,8.76347601E-1,
4.29E05,3.10000000E+2,3.17695984E+2,-4.37102497E-1,
4.3E05,3.10000000E+2,3.16445587E+2,-3.66084754E-1,
4.31E05,3.13000000E+2,3.15208801E+2,-1.24848828E-1,
4.32E05,3.48000000E+2,3.13985443E+2,1.82337165E+0,
4.33E05,3.03000000E+2,3.12775391E+2,-5.61581552E-1,
4.34E05,3.11000000E+2,3.11578430E+2,-3.27997655E-2,
4.35E05,3.37000000E+2,3.10394409E+2,1.44929886E+0,
4.36E05,3.14000000E+2,3.09223206E+2,2.69570112E-1,
4.37E05,3.24000000E+2,3.08064575E+2,8.85301352E-1,
4.38E05,2.98000000E+2,3.06918396E+2,-5.16628802E-1,
4.39E05,3.08000000E+2,3.05784515E+2,1.26238957E-1,
4.4E05,2.89000000E+2,3.04662781E+2,-9.21340048E-1,
4.41E05,2.84000000E+2,3.03553040E+2,-1.16025937E+0,
